Subject,Predicate,Object,Case Id,Notes
per.000001,attorneyFor,per.000503,http://earlywashingtondc.org/doc/oscys.case.0054.001,
per.000001,attorneyAgainst,per.000504,http://earlywashingtondc.org/doc/oscys.case.0054.001,
per.000001,attorneyWith,per.000194,http://earlywashingtondc.org/doc/oscys.case.0054.001,
per.000194,attorneyWith,per.000001,,
per.000001,attorneyFor,per.000507,http://earlywashingtondc.org/doc/oscys.case.0055.001,
per.000001,attorneyAgainst,per.000508,http://earlywashingtondc.org/doc/oscys.case.0055.001,
per.000001,attorneyWith,per.000476,http://earlywashingtondc.org/doc/oscys.case.0000.000,
per.000476,attorneyWith,per.000001,,
per.000001,attorneyFor,per.000509,http://earlywashingtondc.org/doc/oscys.case.0056.001,
per.000001,attorneyAgainst,per.000510,http://earlywashingtondc.org/doc/oscys.case.0056.001,
per.000001,attorneyFor,per.000559,http://earlywashingtondc.org/doc/oscys.case.0063.001,
per.000001,attorneyAgainst,per.000560,http://earlywashingtondc.org/doc/oscys.case.0063.001,
per.000001,attorneyFor,per.000590,http://earlywashingtondc.org/doc/oscys.case.0070.001,
per.000001,attorneyAgainst,per.000591,http://earlywashingtondc.org/doc/oscys.case.0070.001,
per.000001,attorneyAgainst,per.000592,http://earlywashingtondc.org/doc/oscys.case.0070.002,
per.000001,attorneyAgainst,per.000593,http://earlywashingtondc.org/doc/oscys.case.0070.002,
per.000001,attorneyFor,per.000641,http://earlywashingtondc.org/doc/oscys.case.0079.001,
per.000001,attorneyAgainst,per.000642,http://earlywashingtondc.org/doc/oscys.case.0079.001,
per.000001,attorneyFor,per.000646,http://earlywashingtondc.org/doc/oscys.case.0081.001,
per.000001,attorneyAgainst,per.000647,http://earlywashingtondc.org/doc/oscys.case.0081.001,
per.000001,attorneyAgainst,per.000682,http://earlywashingtondc.org/doc/oscys.case.0088.001,
per.000001,attorneyAgainst,per.000683,http://earlywashingtondc.org/doc/oscys.case.0088.001,
per.000001,attorneyAgainst,per.000684,http://earlywashingtondc.org/doc/oscys.case.0088.001,
per.000001,attorneyFor,per.000685,http://earlywashingtondc.org/doc/oscys.case.0088.001,
per.000001,opposingAttorneys,per.000584,http://earlywashingtondc.org/doc/oscys.case.0088.001,
per.000001,attorneyFor,per.000726,http://earlywashingtondc.org/doc/oscys.case.0093.001,
per.000001,attorneyAgainst,per.000727,http://earlywashingtondc.org/doc/oscys.case.0093.001,
per.000001,attorneyFor,per.000728,http://earlywashingtondc.org/doc/oscys.case.0094.001,
per.000001,attorneyAgainst,per.000729,http://earlywashingtondc.org/doc/oscys.case.0094.001,
per.000001,attorneyFor,per.000831,http://earlywashingtondc.org/doc/oscys.case.0105.001,
per.000001,attorneyFor,per.000832,http://earlywashingtondc.org/doc/oscys.case.0105.001,
per.000001,attorneyFor,per.000833,http://earlywashingtondc.org/doc/oscys.case.0105.001,
per.000001,attorneyFor,per.000834,http://earlywashingtondc.org/doc/oscys.case.0105.001,
per.000001,attorneyAgainst,per.000278,http://earlywashingtondc.org/doc/oscys.case.0105.001,
per.000001,attorneyAgainst,per.000836,http://earlywashingtondc.org/doc/oscys.case.0105.001,
per.000001,attorneyFor,per.000859,http://earlywashingtondc.org/doc/oscys.case.0112.001,
per.000001,attorneyAgainst,per.000860,http://earlywashingtondc.org/doc/oscys.case.0112.001,
per.000002,type,person,,
per.000002,fullName,Ben,,
per.000002,sex,male,,
per.000002,clientOf,per.000001,http://earlywashingtondc.org/doc/oscys.case.0001.001,
per.000002,petitionerAgainst,per.000005,,
per.000002,enslavedBy,per.000005,http://earlywashingtondc.org/doc/oscys.case.0001.004,
per.000002,enslavedBy,per.000005,http://earlywashingtondc.org/doc/oscys.case.0001.004,
per.000002,judgedBy,per.000007,http://earlywashingtondc.org/doc/oscys.case.0001.004,
per.000003,type,person,,
per.000003,fullName,"Brent, William",,
per.000003,birth,1774,,
per.000003,death,1848,,
per.000003,sex,male,,
per.000003,clerkOf,per.000008,http://earlywashingtondc.org/doc/oscys.case.0002.002,
per.000003,clerkOf,per.000009,http://earlywashingtondc.org/doc/oscys.case.0002.002,
per.000003,clerkOf,per.000010,http://earlywashingtondc.org/doc/oscys.case.0002.002,
per.000003,clerkOf,per.000015,http://earlywashingtondc.org/doc/oscys.case.0004.001,
per.000003,clerkOf,per.000016,http://earlywashingtondc.org/doc/oscys.case.0004.001,
per.000003,clerkOf,per.000017,http://earlywashingtondc.org/doc/oscys.case.0004.001,
per.000003,clerkOf,per.000018,http://earlywashingtondc.org/doc/oscys.case.0005.002,
per.000003,clerkOf,per.000019,http://earlywashingtondc.org/doc/oscys.case.0005.002,
per.000003,clerkOf,per.000021,http://earlywashingtondc.org/doc/oscys.case.0006.002,
per.000003,clerkOf,per.000022,http://earlywashingtondc.org/doc/oscys.case.0006.002,
per.000003,clerkOf,per.000024,http://earlywashingtondc.org/doc/oscys.case.0007.002,
per.000003,clerkOf,per.000025,http://earlywashingtondc.org/doc/oscys.case.0007.002,
per.000003,clerkOf,per.000026,http://earlywashingtondc.org/doc/oscys.case.0007.002,
per.000003,clerkOf,per.000027,http://earlywashingtondc.org/doc/oscys.case.0007.002,
per.000003,clerkOf,per.000031,http://earlywashingtondc.org/doc/oscys.case.0008.002,
per.000003,clerkOf,per.000032,http://earlywashingtondc.org/doc/oscys.case.0008.002,
per.000003,clerkOf,per.000033,http://earlywashingtondc.org/doc/oscys.case.0008.002,
per.000003,clerkOf,per.000034,http://earlywashingtondc.org/doc/oscys.case.0008.002,
per.000003,clerkOf,per.000035,http://earlywashingtondc.org/doc/oscys.case.0008.002,
per.000003,clerkOf,per.000036,http://earlywashingtondc.org/doc/oscys.case.0008.002,
per.000003,clerkOf,per.000037,http://earlywashingtondc.org/doc/oscys.case.0008.002,
per.000003,clerkOf,per.000038,http://earlywashingtondc.org/doc/oscys.case.0008.002,
per.000003,clerkOf,per.000039,http://earlywashingtondc.org/doc/oscys.case.0008.002,
per.000003,clerkOf,per.000040,http://earlywashingtondc.org/doc/oscys.case.0008.002,
per.000003,clerkOf,per.000041,http://earlywashingtondc.org/doc/oscys.case.0008.002,
per.000003,clerkOf,per.000042,http://earlywashingtondc.org/doc/oscys.case.0008.002,
per.000003,clerkOf,per.000043,http://earlywashingtondc.org/doc/oscys.case.0008.002,
per.000003,clerkOf,per.000051,http://earlywashingtondc.org/doc/oscys.case.0009.002,
per.000003,clerkOf,per.000051,http://earlywashingtondc.org/doc/oscys.case.0009.002,
per.000003,clerkOf,per.000051,http://earlywashingtondc.org/doc/oscys.case.0009.002,
per.000003,clerkOf,per.000051,http://earlywashingtondc.org/doc/oscys.case.0009.002,
per.000003,clerkOf,per.000051,http://earlywashingtondc.org/doc/oscys.case.0009.002,
per.000003,clerkOf,per.000051,http://earlywashingtondc.org/doc/oscys.case.0009.002,
per.000003,clerkOf,per.000056,http://earlywashingtondc.org/doc/oscys.case.0011.001,
per.000003,clerkOf,per.000057,http://earlywashingtondc.org/doc/oscys.case.0011.001,
per.000003,clerkOf,per.000058,http://earlywashingtondc.org/doc/oscys.case.0011.001,
per.000003,clerkOf,per.000115,http://earlywashingtondc.org/doc/oscys.case.0012.001,
per.000003,clerkOf,per.000116,http://earlywashingtondc.org/doc/oscys.case.0012.001,
per.000003,clerkOf,per.000123,http://earlywashingtondc.org/doc/oscys.case.0014.002,
per.000003,clerkOf,per.000124,http://earlywashingtondc.org/doc/oscys.case.0014.002,
per.000003,clerkOf,per.000125,http://earlywashingtondc.org/doc/oscys.case.0014.002,
per.000003,clerkOf,per.000132,http://earlywashingtondc.org/doc/oscys.case.0016.001,
per.000003,clerkOf,per.000133,http://earlywashingtondc.org/doc/oscys.case.0016.001,
per.000003,clerkOf,per.000134,http://earlywashingtondc.org/doc/oscys.case.0016.001,
per.000003,clerkOf,per.000135,http://earlywashingtondc.org/doc/oscys.case.0016.001,
per.000003,clerkOf,per.000136,http://earlywashingtondc.org/doc/oscys.case.0016.001,
per.000003,clerkOf,per.000137,http://earlywashingtondc.org/doc/oscys.case.0016.001,
per.000003,clerkOf,per.000150,http://earlywashingtondc.org/doc/oscys.case.0017.002,
per.000003,clerkOf,per.000151,http://earlywashingtondc.org/doc/oscys.case.0017.002,
per.000003,clerkOf,per.000152,http://earlywashingtondc.org/doc/oscys.case.0017.002,
per.000003,clerkOf,per.000153,http://earlywashingtondc.org/doc/oscys.case.0017.002,
per.000003,clerkOf,per.000161,http://earlywashingtondc.org/doc/oscys.case.0018.001,
per.000003,clerkOf,per.000162,http://earlywashingtondc.org/doc/oscys.case.0018.001,
per.000003,clerkOf,per.000163,http://earlywashingtondc.org/doc/oscys.case.0018.001,
per.000003,clerkOf,per.000164,http://earlywashingtondc.org/doc/oscys.case.0018.001,
per.000003,clerkOf,per.000165,http://earlywashingtondc.org/doc/oscys.case.0021.002,
per.000003,clerkOf,per.000166,http://earlywashingtondc.org/doc/oscys.case.0018.001,
per.000003,clerkOf,per.001182,http://earlywashingtondc.org/doc/oscys.case.0019.001,
per.000003,clerkOf,per.000017,http://earlywashingtondc.org/doc/oscys.case.0019.001,
per.000003,clerkOf,per.000184,http://earlywashingtondc.org/doc/oscys.case.0020.002,
per.000003,clerkOf,per.000185,http://earlywashingtondc.org/doc/oscys.case.0020.002,
per.000003,clerkOf,per.000165,http://earlywashingtondc.org/doc/oscys.case.0021.002,
per.000003,clerkOf,per.000189,http://earlywashingtondc.org/doc/oscys.case.0021.002,
per.000003,clerkOf,per.000191,http://earlywashingtondc.org/doc/oscys.case.0022.002,
per.000003,clerkOf,per.000192,http://earlywashingtondc.org/doc/oscys.case.0022.002,
per.000003,clerkOf,per.000193,http://earlywashingtondc.org/doc/oscys.case.0022.002,
per.000003,clerkOf,per.000196,http://earlywashingtondc.org/doc/oscys.case.0023.001,
per.000003,clerkOf,per.000197,http://earlywashingtondc.org/doc/oscys.case.0023.001,
per.000003,clerkOf,per.000203,http://earlywashingtondc.org/doc/oscys.case.0024.001,
per.000003,clerkOf,per.000204,http://earlywashingtondc.org/doc/oscys.case.0024.001,
per.000003,clerkOf,per.000205,http://earlywashingtondc.org/doc/oscys.case.0024.001,
per.000003,clerkOf,per.000206,http://earlywashingtondc.org/doc/oscys.case.0024.001,
per.000003,clerkOf,per.000207,http://earlywashingtondc.org/doc/oscys.case.0024.001,
per.000003,clerkOf,per.000208,http://earlywashingtondc.org/doc/oscys.case.0024.001,
per.000003,clerkOf,per.000209,http://earlywashingtondc.org/doc/oscys.case.0024.001,
per.000003,clerkOf,per.000210,http://earlywashingtondc.org/doc/oscys.case.0024.001,
per.000003,clerkOf,per.000211,http://earlywashingtondc.org/doc/oscys.case.0024.001,
per.000003,clerkOf,per.000213,http://earlywashingtondc.org/doc/oscys.case.0025.001,
per.000003,clerkOf,per.000214,http://earlywashingtondc.org/doc/oscys.case.0025.001,
per.000003,clerkOf,per.000223,http://earlywashingtondc.org/doc/oscys.case.0026.002,
per.000003,clerkOf,per.000224,http://earlywashingtondc.org/doc/oscys.case.0026.002,
per.000003,clerkOf,per.000225,http://earlywashingtondc.org/doc/oscys.case.0026.002,
per.000003,clerkOf,per.000226,http://earlywashingtondc.org/doc/oscys.case.0027.002,
per.000003,clerkOf,per.000227,http://earlywashingtondc.org/doc/oscys.case.0027.002,
per.000003,clerkOf,per.000228,http://earlywashingtondc.org/doc/oscys.case.0027.002,
per.000003,clerkOf,per.000230,http://earlywashingtondc.org/doc/oscys.case.0028.001,
per.000003,clerkOf,per.000231,http://earlywashingtondc.org/doc/oscys.case.0028.001,
per.000003,clerkOf,per.000232,http://earlywashingtondc.org/doc/oscys.case.0030.002,
per.000003,clerkOf,per.000232,http://earlywashingtondc.org/doc/oscys.case.0030.002,
per.000003,clerkOf,per.000248,http://earlywashingtondc.org/doc/oscys.case.0030.002,
per.000003,clerkOf,per.000249,http://earlywashingtondc.org/doc/oscys.case.0030.002,
per.000003,clerkOf,per.000250,http://earlywashingtondc.org/doc/oscys.case.0030.002,
per.000003,clerkOf,per.000261,http://earlywashingtondc.org/doc/oscys.case.0031.002,
per.000003,clerkOf,per.000262,http://earlywashingtondc.org/doc/oscys.case.0031.002,
per.000003,clerkOf,per.000265,http://earlywashingtondc.org/doc/oscys.case.0032.001,
per.000003,clerkOf,per.000266,http://earlywashingtondc.org/doc/oscys.case.0032.001,
per.000003,clerkOf,per.000267,http://earlywashingtondc.org/doc/oscys.case.0032.001,
per.000003,clerkOf,per.000268,http://earlywashingtondc.org/doc/oscys.case.0032.001,
per.000003,clerkOf,per.000269,http://earlywashingtondc.org/doc/oscys.case.0032.001,
per.000003,clerkOf,per.000270,http://earlywashingtondc.org/doc/oscys.case.0032.001,
per.000003,clerkOf,per.000271,http://earlywashingtondc.org/doc/oscys.case.0032.001,
per.000003,clerkOf,per.000272,http://earlywashingtondc.org/doc/oscys.case.0032.001,
per.000003,clerkOf,per.000276,http://earlywashingtondc.org/doc/oscys.case.0033.002,
per.000003,clerkOf,per.000277,http://earlywashingtondc.org/doc/oscys.case.0033.002,
per.000003,clerkOf,per.000278,http://earlywashingtondc.org/doc/oscys.case.0033.002,
per.000003,clerkOf,per.000276,http://earlywashingtondc.org/doc/oscys.case.0033.002,
per.000003,clerkOf,per.000277,http://earlywashingtondc.org/doc/oscys.case.0033.002,
per.000003,clerkOf,per.000278,http://earlywashingtondc.org/doc/oscys.case.0033.002,
per.000003,clerkOf,per.000282,http://earlywashingtondc.org/doc/oscys.case.0035.001,
per.000003,clerkOf,per.000283,http://earlywashingtondc.org/doc/oscys.case.0035.001,
per.000003,clerkOf,per.000284,http://earlywashingtondc.org/doc/oscys.case.0036.002,
per.000003,clerkOf,per.000285,http://earlywashingtondc.org/doc/oscys.case.0036.002,
per.000003,clerkOf,per.000286,http://earlywashingtondc.org/doc/oscys.case.0036.002,
per.000003,clerkOf,per.000287,http://earlywashingtondc.org/doc/oscys.case.0036.002,
per.000003,clerkOf,per.000429,http://earlywashingtondc.org/doc/oscys.case.0037.001,
per.000003,clerkOf,per.000431,http://earlywashingtondc.org/doc/oscys.case.0037.001,
per.000003,clerkOf,per.000432,http://earlywashingtondc.org/doc/oscys.case.0037.001,
per.000003,clerkOf,per.000337,http://earlywashingtondc.org/doc/oscys.case.0038.002,
per.000003,clerkOf,per.000439,http://earlywashingtondc.org/doc/oscys.case.0038.002,
per.000003,clerkOf,per.000440,http://earlywashingtondc.org/doc/oscys.case.0039.002,
per.000003,clerkOf,per.000114,http://earlywashingtondc.org/doc/oscys.case.0039.002,
per.000003,clerkOf,per.000441,http://earlywashingtondc.org/doc/oscys.case.0040.002,
per.000003,clerkOf,per.000442,http://earlywashingtondc.org/doc/oscys.case.0041.001,
per.000003,clerkOf,per.000443,http://earlywashingtondc.org/doc/oscys.case.0041.001,
per.000003,clerkOf,per.000449,http://earlywashingtondc.org/doc/oscys.case.0042.001,
per.000003,clerkOf,per.000450,http://earlywashingtondc.org/doc/oscys.case.0042.001,
per.000003,clerkOf,per.000451,http://earlywashingtondc.org/doc/oscys.case.0042.001,
per.000003,clerkOf,per.000452,http://earlywashingtondc.org/doc/oscys.case.0042.001,
per.000003,clerkOf,per.000453,http://earlywashingtondc.org/doc/oscys.case.0042.001,
per.000003,clerkOf,per.000458,http://earlywashingtondc.org/doc/oscys.case.0043.001,
per.000003,clerkOf,per.000459,http://earlywashingtondc.org/doc/oscys.case.0043.001,
per.000003,clerkOf,per.000462,http://earlywashingtondc.org/doc/oscys.case.0046.002,
per.000003,clerkOf,per.000463,http://earlywashingtondc.org/doc/oscys.case.0046.002,
per.000003,clerkOf,per.000474,http://earlywashingtondc.org/doc/oscys.case.0047.001,
per.000003,clerkOf,per.000475,http://earlywashingtondc.org/doc/oscys.case.0047.001,
per.000003,clerkOf,per.000477,http://earlywashingtondc.org/doc/oscys.case.0048.001,
per.000003,clerkOf,per.000478,http://earlywashingtondc.org/doc/oscys.case.0048.001,
per.000003,clerkOf,per.000481,http://earlywashingtondc.org/doc/oscys.case.0049.001,
per.000003,clerkOf,per.000482,http://earlywashingtondc.org/doc/oscys.case.0049.001,
per.000003,clerkOf,per.000484,http://earlywashingtondc.org/doc/oscys.case.0050.001,
per.000003,clerkOf,per.000485,http://earlywashingtondc.org/doc/oscys.case.0050.001,
per.000003,clerkOf,per.000492,http://earlywashingtondc.org/doc/oscys.case.0051.001,
per.000003,clerkOf,per.000493,http://earlywashingtondc.org/doc/oscys.case.0051.001,
per.000003,clerkOf,per.000494,http://earlywashingtondc.org/doc/oscys.case.0052.002,
per.000003,clerkOf,per.000495,http://earlywashingtondc.org/doc/oscys.case.0052.002,
per.000003,clerkOf,per.000500,http://earlywashingtondc.org/doc/oscys.case.0053.002,
per.000003,clerkOf,per.000501,http://earlywashingtondc.org/doc/oscys.case.0053.002,
per.000003,clerkOf,per.000503,http://earlywashingtondc.org/doc/oscys.case.0054.001,
per.000003,clerkOf,per.000504,http://earlywashingtondc.org/doc/oscys.case.0054.001,
per.000003,clerkOf,per.000507,http://earlywashingtondc.org/doc/oscys.case.0055.001,
per.000003,clerkOf,per.000508,http://earlywashingtondc.org/doc/oscys.case.0055.001,
per.000003,clerkOf,per.000509,http://earlywashingtondc.org/doc/oscys.case.0056.001,
per.000003,clerkOf,per.000510,http://earlywashingtondc.org/doc/oscys.case.0056.001,
per.000003,clerkOf,per.000514,http://earlywashingtondc.org/doc/oscys.case.0057.001,
per.000003,clerkOf,per.000515,http://earlywashingtondc.org/doc/oscys.case.0057.001,
per.000003,clerkOf,per.000516,http://earlywashingtondc.org/doc/oscys.case.0057.001,
per.000003,clerkOf,per.000012,http://earlywashingtondc.org/doc/oscys.case.0058.002,
per.000003,clerkOf,per.000013,http://earlywashingtondc.org/doc/oscys.case.0058.002,
per.000003,clerkOf,per.000014,http://earlywashingtondc.org/doc/oscys.case.0058.002,
per.000003,clerkOf,per.000532,http://earlywashingtondc.org/doc/oscys.case.0058.002,
per.000003,clerkOf,per.000535,http://earlywashingtondc.org/doc/oscys.case.0059.002,
per.000003,clerkOf,per.000534,http://earlywashingtondc.org/doc/oscys.case.0059.002,
per.000003,clerkOf,per.000538,http://earlywashingtondc.org/doc/oscys.case.0060.002,
per.000003,clerkOf,per.000539,http://earlywashingtondc.org/doc/oscys.case.0060.002,
per.000003,clerkOf,per.000540,http://earlywashingtondc.org/doc/oscys.case.0060.002,
per.000003,clerkOf,per.000541,http://earlywashingtondc.org/doc/oscys.case.0060.002,
per.000003,clerkOf,per.000543,http://earlywashingtondc.org/doc/oscys.case.0060.002,
per.000003,clerkOf,per.000544,http://earlywashingtondc.org/doc/oscys.case.0060.002,
per.000003,clerkOf,per.000546,http://earlywashingtondc.org/doc/oscys.case.0061.001,
per.000003,clerkOf,per.000547,http://earlywashingtondc.org/doc/oscys.case.0061.001,
per.000003,clerkOf,per.000548,http://earlywashingtondc.org/doc/oscys.case.0061.001,
per.000003,clerkOf,per.000556,http://earlywashingtondc.org/doc/oscys.case.0062.001,
per.000003,clerkOf,per.000558,http://earlywashingtondc.org/doc/oscys.case.0062.001,
per.000003,clerkOf,per.000559,http://earlywashingtondc.org/doc/oscys.case.0063.001,
per.000003,clerkOf,per.000560,http://earlywashingtondc.org/doc/oscys.case.0063.001,
per.000003,clerkOf,per.000564,http://earlywashingtondc.org/doc/oscys.case.0064.001,
per.000003,clerkOf,per.000565,http://earlywashingtondc.org/doc/oscys.case.0064.001,
per.000003,clerkOf,per.000567,http://earlywashingtondc.org/doc/oscys.case.0065.001,
per.000003,clerkOf,per.000570,http://earlywashingtondc.org/doc/oscys.case.0066.001,
per.000003,clerkOf,per.000571,http://earlywashingtondc.org/doc/oscys.case.0066.001,
per.000003,clerkOf,per.000573,http://earlywashingtondc.org/doc/oscys.case.0067.001,
per.000003,clerkOf,per.000574,http://earlywashingtondc.org/doc/oscys.case.0067.001,
per.000003,clerkOf,per.000579,http://earlywashingtondc.org/doc/oscys.case.0068.001,
per.000003,clerkOf,per.000580,http://earlywashingtondc.org/doc/oscys.case.0068.001,
per.000003,clerkOf,per.000581,http://earlywashingtondc.org/doc/oscys.case.0068.001,
per.000003,clerkOf,per.000582,http://earlywashingtondc.org/doc/oscys.case.0068.001,
per.000003,clerkOf,per.000587,http://earlywashingtondc.org/doc/oscys.case.0069.001,
per.000003,clerkOf,per.000588,http://earlywashingtondc.org/doc/oscys.case.0069.001,
per.000003,clerkOf,per.000589,http://earlywashingtondc.org/doc/oscys.case.0069.001,
per.000003,clerkOf,per.000590,http://earlywashingtondc.org/doc/oscys.case.0070.001,
per.000003,clerkOf,per.000591,http://earlywashingtondc.org/doc/oscys.case.0070.001,
per.000003,clerkOf,per.000592,http://earlywashingtondc.org/doc/oscys.case.0070.002,
per.000003,clerkOf,per.000593,http://earlywashingtondc.org/doc/oscys.case.0070.002,
per.000003,clerkOf,per.000616,http://earlywashingtondc.org/doc/oscys.case.0072.002,
per.000003,clerkOf,per.000617,http://earlywashingtondc.org/doc/oscys.case.0072.002,
per.000003,clerkOf,per.000619,http://earlywashingtondc.org/doc/oscys.case.0073.001,
per.000003,clerkOf,per.000623,http://earlywashingtondc.org/doc/oscys.case.0074.003,
per.000003,clerkOf,per.000630,http://earlywashingtondc.org/doc/oscys.case.0075.002,
per.000003,clerkOf,per.000636,http://earlywashingtondc.org/doc/oscys.case.0078.001,
per.000003,clerkOf,per.000637,http://earlywashingtondc.org/doc/oscys.case.0078.001,
per.000003,clerkOf,per.000638,http://earlywashingtondc.org/doc/oscys.case.0078.001,
per.000003,clerkOf,per.000639,http://earlywashingtondc.org/doc/oscys.case.0078.001,
per.000003,clerkOf,per.000641,http://earlywashingtondc.org/doc/oscys.case.0079.001,
per.000003,clerkOf,per.000642,http://earlywashingtondc.org/doc/oscys.case.0079.001,
per.000003,clerkOf,per.000644,http://earlywashingtondc.org/doc/oscys.case.0080.002,
per.000003,clerkOf,per.000645,http://earlywashingtondc.org/doc/oscys.case.0080.002,
